jlpt,kanji,kana,english
n1,恰度,ちょうど,just;right;exactly
n1,長編,ちょうへん,long (e.g. novel film)
n1,丁目,ちょうめ,district of a town;city block (of irregular size)
n1,調理,ちょうり,cooking
n1,調和,ちょうわ,harmony
n1,,ちょくちょく,often;frequently;now and then;occasionally
n1,直面,ちょくめん,confrontation
n1,著書,ちょしょ,literary work;book
n1,貯蓄,ちょちく,savings
n1,直感,ちょっかん,intuition
n1,一寸,ちょっと,(ateji) (adv int) (uk) just a minute;a short time;a while;just a little;somewhat;easily;readily;rath
n1,著名,ちょめい,well-known;noted;celebrated
n1,,ちらっと,at a glance;by accident
n1,塵取り,ちりとり,dustpan
n1,治療,ちりょう,medical treatment
n1,賃金,ちんぎん,wages
n1,沈殿,ちんでん,precipitation;settlement
n1,沈没,ちんぼつ,sinking;foundering
n1,沈黙,ちんもく,silence;reticence
n1,陳列,ちんれつ,exhibition;display;show
n1,追及,ついきゅう,gaining on;carrying out;solving (crime)
n1,追跡,ついせき,pursuit
n1,次いで,ついで,next;secondly;subsequently
n1,追放,ついほう,exile;banishment
n1,費やす,ついやす,to spend;to devote;to waste
n1,墜落,ついらく,falling;crashing
n1,通,つう,connoisseur;counter for letters
n1,痛感,つうかん,feeling keenly;fully realizing
n1,通常,つうじょう,common;general;usually
n1,痛切,つうせつ,keen;acute
n1,杖,つえ,cane
n1,遣い,つかい,mission;simple task;doing
n1,使い道,つかいみち,use
n1,仕える,つかえる,to serve;to work for
n1,司る,つかさどる,to rule;to govern;to administer
n1,束の間,つかのま,moment;brief time;brief;transient
n1,付き,つき,attached to;impression;sociality;appearance;furnished with;under;to
n1,付き合う,つきあう,to associate with;to keep company with;to get on with
n1,月並み,つきなみ,every month;common
n1,尽きる,つきる,to be used up;to be run out;to be exhausted;to be consumed;to come to an end
n1,継ぎ目,つぎめ,a joint;joining point
n1,吐く,つく,1. to breathe;2. to tell (lies);3. to vomit;to disgorge
n1,尽くす,つくす,to exhaust;to run out;to serve (a person);to befriend
n1,作り,つくり,make-up;sliced raw fish
n1,造り,つくり,make up;structure;physique
n1,造る,つくる,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to org
n1,繕う,つくろう,to mend;to repair;to fix;to patch up;to darn;to tidy up;to adjust;to trim
n1,接ぐ,つぐ,to join;to piece together;to set (bones);to graft (trees)
n1,継ぐ,つぐ,to succeed
n1,付け加える,つけくわえる,to add one thing to another
n1,告げる,つげる,to inform
n1,辻褄,つじつま,coherence;consistency
n1,途中,つちゅう,on the way;en route
n1,突っ張る,つっぱる,to support;to become stiff;to become taut;to thrust (ones opponent);to stick to (ones opinion);to in
n1,筒,つつ,pipe;tube
n1,銃,つつ,gun
n1,突く,つつく,1. to thrust;to strike;to attack;2. to poke;to nudge;to pick at
n1,慎む,つつしむ,to be careful;to be chaste or discreet;to abstain or refrain
n1,伝言,つてごと,verbal message;rumor;word
n1,勤まる,つとまる,to be fit for;to be equal to;to function properly
n1,勤め先,つとめさき,place of work
n1,努めて,つとめて,make an effort!;work hard!
n1,津波,つなみ,tsunami;tidal wave
n1,抓る,つねる,to pinch
n1,募る,つのる,to invite;to solicit help participation etc
n1,唾,つば,saliva;sputum
n1,呟く,つぶやく,to mutter;to murmur
n1,瞑る,つぶる,to close the eyes
n1,壷,つぼ,tsubo jar;pot;vase
n1,蕾,つぼみ,bud;flower bud
n1,躓く,つまずく,to stumble;to trip
n1,摘む,つまむ,to pinch;to hold;to pick up
n1,詰らない,つまらない,insignificant;boring;trifling
n1,詰まり,つまり,in short;in brief;in other words;that is to say;in the long run;after all;blockade;stuffing;ultimate
n1,積もり,つもり,intention;plan
n1,露,つゆ,dew
n1,強まる,つよまる,to get strong;to gain strength
n1,強める,つよめる,to strengthen;to emphasize
n1,連なる,つらなる,to extend;to stretch out;to stand in a row
n1,貫く,つらぬく,to go through
n1,連ねる,つらねる,to link;to join;to put together
n1,釣り,つり,fishing;angling
n1,吊り革,つりかわ,strap
n1,釣鐘,つりがね,hanging bell
n1,吊るす,つるす,to hang
n1,手当て,てあて,allowance;compensation;treatment;medical care
n1,体,てい,appearance;air;condition;state;form
n1,提供,ていきょう,offer;tender;program sponsoring;furnishing
n1,定義,ていぎ,definition
n1,提携,ていけい,cooperation;tie-up;joint business;link-up
n1,体裁,ていさい,decency;style;form;appearance;show;get-up;format
n1,梯子,ていし,ladder;stairs
n1,定食,ていしょく,set meal;special (of the day)
n1,提示,ていじ,presentation;exhibit;suggest;citation
n1,訂正,ていせい,correction;revision
n1,停滞,ていたい,stagnation;tie-up;congestion;retention;accumulation;falling into arrears
n1,邸宅,ていたく,mansion;residence
n1,定年,ていねん,retirement age
n1,堤防,ていぼう,bank;weir
n1,手遅れ,ておくれ,too late;belated treatment
n1,手数,てかず,number of moves;trouble
n1,手掛かり,てがかり,contact;trail;scent;on hand;hand hold;clue;key
n1,手掛ける,てがける,to handle;to manage;to work with;to rear;to look after;to have experience with
n1,手軽,てがる,easy;simple;informal;offhand;cheap
n1,的,てき,-like;typical
n1,適応,てきおう,adaptation;accommodation;conformity
n1,適宜,てきぎ,suitability
n1,適性,てきせい,aptitude
n1,手際,てぎわ,performance;skill;tact
n1,手順,てじゅん,process;procedure;protocol
n1,手錠,てじょう,handcuffs;manacles
n1,手近,てぢか,near;handy;familiar
n1,,てっきり,surely;certainly;beyond doubt
n1,鉄鋼,てっこう,iron and steel
n1,徹する,てっする,to sink in;to penetrate;to devote oneself;to believe in;to go through;to do intently and exclusively
n1,鉄片,てっぺん,iron scraps
n1,手配,てはい,arrangement;search (by police)
n1,手筈,てはず,arrangement;plan;programme
n1,手引き,てびき,guidance;guide;introduction
n1,手本,てほん,model;pattern
n1,手回し,てまわし,preparations;arrangements
n1,手元,てもと,on hand;at hand;at home
n1,照り返す,てりかえす,to reflect;to throw back light
n1,手分け,てわけ,division of labour
n1,店,てん,store;shop;establishment
n1,点火,てんか,ignition;lighting;set fire to
n1,転回,てんかい,revolution;rotation
n1,転換,てんかん,convert;divert
n1,転居,てんきょ,moving;changing residence
n1,転勤,てんきん,transfer;transmission
n1,点検,てんけん,inspection;examination;checking
n1,転校,てんこう,change schools
n1,天国,てんごく,paradise;heaven;Kingdom of Heaven
n1,天才,てんさい,genius;prodigy;natural gift
n1,天災,てんさい,natural calamity;disaster
n1,展示,てんじ,exhibition;display
n1,天井,てんじょう,ceiling;ceiling price
n1,転じる,てんじる,to turn;to shift;to alter;to distract
n1,点線,てんせん,dotted line;perforated line
n1,天体,てんたい,heavenly body
n1,転転,てんてん,rolling about;moving from place to place;being passed around repeatedly
n1,,てんで,(not) at all;altogether;entirely
n1,転任,てんにん,change of post
n1,展望,てんぼう,view;outlook;prospect
n1,転落,てんらく,fall;degradation;slump
n1,出合う,であう,to meet by chance;to come across;to happen to encounter;to hold a rendezvous;to have a date
n1,出入り口,でいりぐち,exit and entrance
n1,,でかい,huge
n1,出来物,できもの,able man;tumour;growth;boil;ulcer;abcess;rash;pimple
n1,出切る,できる,to be out of;to have no more at hand
n1,出くわす,でくわす,to happen to meet;to come across
n1,出鱈目,でたらめ,irresponsible utterance;nonsense;nonsensical;random;haphazard;unsystematic
n1,出直し,でなおし,adjustment;touch up
n1,田園,でんえん,country;rural districts
n1,電源,でんげん,source of electricity;power (button on TV etc.)
n1,伝説,でんせつ,tradition;legend;folklore
n1,電線,でんせん,electric line
n1,伝達,でんたつ,transmission (e.g. news);communication;delivery
n1,伝来,でんらい,ancestral;hereditary;imported;transmitted;handed down
n1,,と,1. if (conjunction);2. promoted pawn (shogi) (abbr)
n1,問い合わせる,といあわせる,to enquire;to seek information
n1,問屋,といや,wholesale store
n1,問う,とう,to ask;to question;to charge (i.e. with a crime);to accuse;without regard to (neg)
n1,棟,とう,place;section;building
n1,等,とう,et cetera;etc.;and the like
n1,陶器,とうき,pottery;ceramics
n1,等級,とうきゅう,grade;class
n1,討議,とうぎ,debate;discussion
n1,登校,とうこう,attendance (at school)
n1,統合,とうごう,integration;unification;synthesis
n1,倒産,とうさん,(corporate) bankruptcy;insolvency
n1,投資,とうし,investment
n1,統治,とうじ,rule;reign;government;governing
n1,統制,とうせい,regulation;control
n1,当選,とうせん,being elected;winning the prize
n1,逃走,とうそう,flight;desertion;escape
n1,統率,とうそつ,command;lead;generalship;leadership
n1,到達,とうたつ,reaching;attaining;arrival
n1,到底,とうてい,(cannot) possibly
n1,丁々,とうとう,clashing of swords;felling of trees;ringing of an ax
n1,投入,とうにゅう,throw;investment;making (an electrical circuit)
n1,当人,とうにん,the one concerned;the said person
n1,逃亡,とうぼう,escape
n1,冬眠,とうみん,hibernation;winter sleep
n1,登録,とうろく,registration;register;entry;record
n1,討論,とうろん,debate;discussion
n1,遠ざかる,とおざかる,to go far off
n1,遠回り,とおまわり,detour;roundabout way
n1,通りかかる,とおりかかる,to happen to pass by
n1,兎角,とかく,anyhow;anyway;somehow or other;generally speaking;in any case;this and that;many;be apt to
n1,咎める,とがめる,to blame;to find fault;to take someone to task;to aggravate (an injury)
n1,時折,ときおり,sometimes
n1,跡切れる,とぎれる,to pause;to be interrupted
n1,説く,とく,to explain;to advocate;to preach;to persuade
n1,特技,とくぎ,special skill
n1,特産,とくさん,specialty;special product
n1,特集,とくしゅう,feature (e.g. newspaper);special edition;report
n1,得点,とくてん,score;points made;marks obtained;runs
n1,特派,とくは,send specially;special envoy
n1,特有,とくゆう,characteristic (of);peculiar (to)
n1,研ぐ,とぐ,to sharpen;to grind;to scour;to hone;to polish;to wash (rice)
n1,刺,とげ,thorn;splinter;spine;biting words
n1,遂げる,とげる,to accomplish;to achieve;to carry out
n1,床,とこ,bed;sickbed;alcove;padding
n1,所が,ところが,however;while;even if
n1,所で,ところで,by the way;even if;no matter what
n1,年頃,としごろ,age;marriageable age;age of puberty;adolescence;for some years
n1,年寄り,としより,old people;the aged
n1,戸締り,とじまり,closing up;fastening the doors
n1,途上,とじょう,en route;half way
n1,綴じる,とじる,to bind;to file
n1,途絶える,とだえる,to stop;to cease;to come to an end
n1,特許,とっきょ,special permission;patent
n1,疾っくに,とっくに,long ago;already;a long time ago
n1,特権,とっけん,privilege;special right
n1,咄嗟,とっさ,moment;instant
n1,取っ手,とって,handle;grip;knob
n1,突破,とっぱ,breaking through;breakthrough;penetration
n1,突如,とつじょ,suddenly;all of a sudden
n1,迚も,とても,very;awfully;exceedingly
n1,整える,ととのえる,to put in order;to get ready;to arrange;to adjust
n1,届け,とどけ,report;notification;registration
n1,滞る,とどこおる,to stagnate;to be delayed
n1,止まる,とどまる,to be limited to
n1,留める,とどめる,to stop;to cease;to put an end to
n1,止める,とどめる,to stop;to cease;to put an end to
n1,唱える,となえる,to recite;to chant;to call upon
n1,兎に角,とにかく,anyhow;at any rate;anyway;somehow or other;generally speaking;in any case
n1,殿様,とのさま,feudal lord
n1,幕,とばり,curtain;bunting;act (in play)
n1,帳,とばり,curtain
n1,扉,とびら,door;opening
n1,徒歩,とほ,walking;going on foot
n1,乏しい,とぼしい,meagre;scarce;limited;destitute;hard up;scanty;poor
n1,富,とみ,wealth;fortune
n1,富む,とむ,to be rich;to become rich
n1,兎も角,ともかく,anyhow;anyway;somehow or other;generally speaking;in any case
n1,共稼ぎ,ともかせぎ,working together;(husband and wife) earning a living together
n1,灯,ともしび,light
n1,伴う,ともなう,to accompany;to bring with;to be accompanied by;to be involved in
n1,共働き,ともばたらき,dual income
n1,捕らえる,とらえる,to seize;to grasp;to capture;to arrest
n1,取りあえず,とりあえず,at once;first of all;for the time being
n1,取り扱い,とりあつかい,treatment;service;handling;management
n1,取り扱う,とりあつかう,to treat;to handle;to deal in
n1,鳥居,とりい,torii (Shinto shrine archway)
n1,取り替え,とりかえ,swap;exchange
n1,取り組む,とりくむ,to tackle;to wrestle with;to engage in a bout;to come to grips with
n1,取り締まり,とりしまり,control;management;supervision
n1,取り締まる,とりしまる,to manage;to control;to supervise
n1,取り調べる,とりしらべる,to investigate;to examine
n1,取り立てる,とりたてる,to collect;to extort;to appoint;to promote
n1,取り次ぐ,とりつぐ,to act as an agent for;to announce (someone);to convey (a message)
n1,取り除く,とりのぞく,to remove;to take away;to set apart
n1,取り引き,とりひき,transactions;dealings;business
n1,取り巻く,とりまく,to surround;to circle;to enclose
n1,取り混ぜる,とりまぜる,to mix;to put together
n1,取り戻す,とりもどす,to take back;to regain
n1,取り寄せる,とりよせる,to order;to send away for
n1,取り分,とりわけ,especially;above all
n1,副,とりわけ,especially;above all
n1,蕩ける,とろける,to be enchanted with
n1,,とんだ,terrible;awful;serious;preposterous;absolutely not
n1,胴,どう,trunk;body;frame
n1,働,どう,work;labor
n1,同,どう,the same;the said;ibid.
n1,同意,どうい,agreement;consent;same meaning;same opinion;approval
n1,動員,どういん,mobilization
n1,同感,どうかん,agreement;same opinion;same feeling;sympathy;concurrence
n1,動機,どうき,motive;incentive
n1,同級,どうきゅう,the same grade;same class
n1,同居,どうきょ,living together
n1,動向,どうこう,trend;tendency;movement;attitude
n1,同士,どうし,fellow;companion;comrade
n1,同志,どうし,same mind;comrade;kindred soul
n1,如何して,どうして,why?;for what reason;how;in what way;for what purpose;what for
n1,如何しても,どうしても,by all means;at any cost;no matter what;after all;in the long run;cravingly;at any rate;surely
n1,同情,どうじょう,sympathy;compassion;sympathize;pity;feel for
n1,道場,どうじょう,dojo;hall used for martial arts training;mandala
n1,何卒,どうぞ,please;kindly;by all means
n1,どうぞ宜しく,どうぞよろしく,pleased to meet you
n1,同調,どうちょう,sympathy;agree with;alignment;tuning
n1,動的,どうてき,dynamic;kinetic
n1,同等,どうとう,equality;equal;same rights;same rank
n1,堂々,どうどう,magnificent;grand;impressive
n1,,どうにか,in some way or other;one way or another
n1,導入,どうにゅう,introduction;bringing in;leading in
n1,同封,どうふう,enclosure (e.g. in a letter)
n1,同盟,どうめい,alliance;union;league
n1,,どうやら,it seems like;somehow or other
n1,動揺,どうよう,disturbance;unrest;shaking;trembling;pitching;rolling;oscillation;agitation;excitement;commotion
n1,動力,どうりょく,power;motive power;dynamic force
n1,独裁,どくさい,dictatorship;despotism
n1,読者,どくしゃ,reader
n1,独自,どくじ,original;peculiar;characteristic
n1,独占,どくせん,monopoly
n1,独創,どくそう,originality
n1,何処,どこ,where;what place
n1,何処か,どこか,somewhere;anywhere;in some respects
n1,土産,どさん,product of the land
n1,土台,どだい,foundation;base;basis
n1,何方,どちら,which;who
n1,土手,どて,embankment;bank
n1,何方,どなた,who?
n1,怒鳴る,どなる,to shout;to yell
n1,何の,どの,which;what
n1,土俵,どひょう,arena
n1,土木,どぼく,public works
n1,何れ,どれ,well;now;let me see;which (of three or more)
n1,何々,どれどれ,which (emphatic)
n1,度忘れ,どわすれ,lapse of memory;forget for a moment
n1,鈍感,どんかん,thickheadedness;stolidity
n1,内閣,ないかく,cabinet;(government) ministry
n1,乃至,ないし,from...to;between...and;or
n1,内臓,ないぞう,internal organs;intestines;viscera
n1,内部,ないぶ,interior;inside;internal
n1,内乱,ないらん,civil war;insurrection;rebellion;domestic conflict
n1,内陸,ないりく,inland
n1,苗,なえ,rice seedling
n1,尚,なお,furthermore;still;yet;more;still more;greater;further;less
n1,尚更,なおさら,all the more;still less
n1,中程,なかほど,middle;midway
n1,流し,ながし,sink
n1,長々,ながなが,long;drawn-out;very long
n1,殴る,なぐる,to strike;to hit
n1,嘆く,なげく,to sigh;to lament;to grieve
n1,投げ出す,なげだす,to throw down;to abandon;to sacrifice;to throw out
n1,和やか,なごやか,mild;calm;gentle;quiet;harmonious
n1,名残,なごり,remains;traces;memory
n1,情け,なさけ,sympathy;compassion
n1,情け深い,なさけぶかい,tender-hearted;compassionate
n1,為さる,なさる,to do
n1,詰る,なじる,to rebuke;to scold;to tell off
n1,何故,なぜ,why;how
n1,何故なら,なぜなら,because
n1,名高い,なだかい,famous;celebrated;well-known
n1,雪崩,なだれ,avalanche
n1,懐く,なつく,to become emotionally attached
n1,名付ける,なづける,to name (someone)
n1,何気ない,なにげない,casual;unconcerned
n1,何しろ,なにしろ,at any rate;anyhow;anyway;in any case
n1,何卒,なにとぞ,please
n1,何も,なにも,nothing
n1,何より,なにより,most;best
n1,七日,なぬか,seven days;the seventh day (of the month)
n1,名札,なふだ,name plate;name tag
n1,生臭い,なまぐさい,smelling of fish or blood;fish or meat
n1,生温い,なまぬるい,lukewarm;halfhearted
n1,生身,なまみ,living flesh;flesh and blood;the quick
n1,鉛,なまり,lead (the metal)
n1,鈍る,なまる,to become less capable;to grow dull;to become blunt;to weaken
n1,並み,なみ,average;medium;common;ordinary
n1,滑らか,なめらか,smoothness;glassiness
n1,嘗める,なめる,to lick;to taste;to experience;to make fun of;to make light of;to put down;to treat with contempt
n1,悩ましい,なやましい,seductive;melancholy;languid
n1,悩ます,なやます,to afflict;to torment;to harass;to molest
n1,悩み,なやみ,trouble(s);worry;distress;anguish;agony;problem
n1,平均,ならし,equilibrium;balance;average;mean
n1,慣らす,ならす,to accustom
n1,馴らす,ならす,to domesticate;to tame
n1,並びに,ならびに,and
n1,成り立つ,なりたつ,to conclude;to consist of;to be practical (logical feasible viable);to hold true
n1,成る丈,なるたけ,as much as possible;if possible
n1,成るべく,なるべく,as much as possible
n1,慣れ,なれ,practice;experience
n1,馴れ馴れしい,なれなれしい,over-familiar
n1,難,なん,difficulty;hardships;defect
n1,南,なん,south
n1,,なんか,things like ...;or something like that .. (often derogatory)
n1,何だか,なんだか,a little;somewhat;somehow
n1,,なんだかんだ,something or other
n1,何て,なんて,how...!;what...!
n1,何と,なんと,what;how;whatever
n1,何となく,なんとなく,somehow or other;for some reason or another
n1,何とも,なんとも,nothing (with neg. verb);quite;not a bit
n1,何なり,なんなり,any;anything;whatever
n1,荷,に,load;baggage;cargo
n1,似通う,にかよう,to resemble closely
n1,面皰,にきび,pimple;acne
n1,賑わう,にぎわう,to prosper;to flourish;to do thriving business;to be crowded with people
n1,悪い,にくい,hateful;abominable;poor-looking
n1,憎しみ,にくしみ,hatred
n1,肉親,にくしん,blood relationship;blood relative
n1,肉体,にくたい,the body;the flesh
n1,逃げ出す,にげだす,to run away;to escape from
n1,西日,にしび,westering sun
n1,滲む,にじむ,to run;to blur;to spread;to blot;to ooze
n1,日夜,にちや,day and night;always
n1,日当,にっとう,daily allowance
n1,荷造り,にづくり,packing;baling;crating
n1,担う,になう,to carry on shoulder;to bear (burden);to shoulder (gun)
n1,二人,ににん,two persons;two people;pair;couple
n1,にも拘らず,にもかかわらず,in spite of;nevertheless
n1,入手,にゅうしゅ,obtaining;coming to hand
n1,入賞,にゅうしょう,winning a prize or place (in a contest)
n1,入浴,にゅうよく,bathe;bathing
n1,尿,にょう,urine
n1,俄か,にわか,sudden;abrupt;unexpected;improvised;offhand
n1,認識,にんしき,recognition;cognizance
n1,妊娠,にんしん,conception;pregnancy
n1,人情,にんじょう,humanity;empathy;kindness;sympathy;human nature;common sense;customs and manners
n1,任務,にんむ,duty;function;office;mission;task
n1,任命,にんめい,appointment;nomination;ordination;commission;designation
n1,抜かす,ぬかす,to omit;to leave out
n1,抜け出す,ぬけだす,to slip out;to sneak away;to excel
n1,盗み,ぬすみ,stealing
n1,沼,ぬま,swamp;bog;pond;lake
n1,音,ね,sound;note
n1,値打ち,ねうち,value;worth;price;dignity
n1,寝かせる,ねかせる,to put to bed;to lay down;to ferment
n1,捻子,ねじ,screw;helix;spiral
n1,ねじ回し,ねじまわし,screwdriver
n1,捻じれる,ねじれる,to twist;to wrench;to screw
n1,鼠,ねず,1. mouse;rat;2. dark gray;slate color
n1,妬む,ねたむ,to be jealous;to be envious
n1,強請る,ねだる,to tease;to coax;to solicit;to demand
n1,熱湯,ねっとう,boiling water
n1,熱意,ねつい,zeal;enthusiasm
n1,熱量,ねつりょう,temperature
n1,粘り,ねばり,stickyness;viscosity
n1,粘る,ねばる,to be sticky;to be adhesive;to persevere;to persist;to stick to
n1,値引き,ねびき,price reduction;discount
n1,根回し,ねまわし,making necessary arrangements
n1,眠たい,ねむたい,sleepy
n1,練る,ねる,to knead;to work over;to polish up
n1,念,ねん,sense;idea;thought;feeling;desire;concern;attention;care
n1,年鑑,ねんかん,yearbook
n1,年号,ねんごう,name of an era;year number
n1,燃焼,ねんしょう,burning;combustion
n1,年生,ねんせい,pupil in .... year;student in .... year
n1,年長,ねんちょう,seniority
n1,燃料,ねんりょう,fuel
n1,年輪,ねんりん,annual tree ring
n1,脳,のう,brain;memory
n1,農耕,のうこう,farming;agriculture
n1,農場,のうじょう,farm (agriculture)
n1,農地,のうち,agricultural land
n1,納入,のうにゅう,payment;supply
n1,逃す,のがす,to let loose;to set free;to let escape
n1,逃れる,のがれる,to escape
n1,軒並み,のきなみ,row of houses
n1,鋸,のこぎり,saw
n1,望ましい,のぞましい,desirable;hoped for
n1,臨む,のぞむ,to look out on;to face;to deal with;to attend (function)
n1,乗っ取る,のっとる,to capture;to occupy;to usurp
n1,長閑,のどか,tranquil;calm;quiet
n1,罵る,ののしる,to speak ill of;to abuse
n1,延べ,のべ,futures;credit (buying);stretching;total
n1,飲み込む,のみこむ,to gulp down;to swallow deeply;to understand;to take in;to catch on to;to learn;to digest
n1,乗り換え,のりかえ,transfer (trains buses etc.)
n1,乗り込む,のりこむ,to board;to embark on;to get into (a car);to ship (passengers);to man (a ship);to help (someone) int
n1,刃,は,edge (of a sword)
n1,派,は,clique;faction;school
n1,把握,はあく,grasp;catch;understanding
n1,肺,はい,lung
n1,廃棄,はいき,annullment;disposal;abandon;scrap;discarding;repeal
n1,配給,はいきゅう,distribution (eg. films rice)
n1,配偶者,はいぐうしゃ,spouse;wife;husband
n1,拝啓,はいけい,Dear (so and so)
n1,背景,はいけい,background;scenery;setting;circumstance
n1,背後,はいご,back;rear
n1,灰皿,はいさら,ashtray
n1,廃止,はいし,abolition;repeal
n1,拝借,はいしゃく,borrowing
n1,排除,はいじょ,exclusion;removal;rejection
n1,排水,はいすい,drainage
n1,敗戦,はいせん,defeat;losing a war
n1,配置,はいち,arrangement (of resources);disposition
n1,配布,はいふ,distribution
n1,配分,はいぶん,distribution;allotment
n1,配慮,はいりょ,consideration;concern;forethought
n1,配列,はいれつ,arrangement;array (programming)
n1,映える,はえる,to shine;to look attractive;to look pretty
n1,破壊,はかい,destruction
n1,墓地,はかち,cemetery;graveyard
n1,捗る,はかどる,to make progress;to move right ahead (with the work);to advance
n1,果ない,はかない,fleeting;transient;short-lived;momentary;vain;fickle;miserable;empty;ephemeral
n1,諮る,はかる,to consult with;to confer
n1,図る,はかる,to plot;to attempt;to plan;to take in;to deceive;to devise;to design;to refer A to B
n1,剥がす,はがす,to tear off;to peel off;to rip off;to strip off;to skin;to flay;to disrobe;to deprive of;to detach;t
n1,破棄,はき,revocation;annulment;breaking (e.g. treaty)
n1,泊,はく,counter for nights of a stay
n1,迫害,はくがい,persecution
n1,薄弱,はくじゃく,feebleness;weakness;weak
n1,白状,はくじょう,confession
n1,剥ぐ,はぐ,to tear off;to peel off;to rip off;to strip off;to skin;to flay;to disrobe;to deprive of
n1,派遣,はけん,dispatch;send
n1,励ます,はげます,to encourage;to cheer;to raise (the voice)
n1,励む,はげむ,to be zealous;to brace oneself;to endeavour;to strive;to make an effort
n1,剥げる,はげる,to come off;to be worn off;to fade;to discolor
n1,鋏,はさみ,scissors
n1,柱,はしら,pillar;post
n1,橋渡し,はしわたし,bridge building;mediation
n1,恥,はじ,shame;embarrassment
n1,弾く,はじく,to flip;to snap
n1,始め,はじめ,beginning;start;origin
n1,始めまして,はじめまして,How do you do?;I am glad to meet you
n1,恥じらう,はじらう,to feel shy;to be bashful;to blush
n1,恥じる,はじる,to feel ashamed
n1,蓮,はす,lotus
n1,筈,はず,it should be so
n1,弾む,はずむ,to spring;to bound;to bounce;to be stimulated;to be encouraged;to get lively;to treat oneself to;to
n1,破損,はそん,damage
n1,機,はた,loom
n1,果たして,はたして,as was expected;really
n1,果たす,はたす,to accomplish;to fulfill;to carry out;to achieve
n1,裸足,はだし,barefoot
n1,蜂蜜,はちみつ,honey
n1,発掘,はっくつ,excavation;exhumation
n1,発生,はっせい,outbreak;spring forth;occurrence;incidence;origin
n1,発足,はっそく,starting;inauguration
n1,初,はつ,first;new
n1,発,はつ,departure;beginning;counter for gunshots
n1,発育,はついく,(physical) growth;development
n1,発芽,はつが,burgeoning
n1,発言,はつげん,utterance;speech;proposal
n1,発病,はつびょう,attack (disease)
n1,初耳,はつみみ,something heard for the first time
n1,果て,はて,the end;the extremity;the limit(s);the result
n1,果てる,はてる,to end;to be finished;to be exhausted;to die;to perish
n1,話し合い,はなしあい,discussion;conference
n1,甚だ,はなはだ,very;greatly;exceedingly
n1,華々しい,はなばなしい,brilliant;magnificent;spectacular
n1,花びら,はなびら,(flower) petal
n1,華やか,はなやか,gay;showy;brilliant;gorgeous;florid
n1,阻む,はばむ,to keep someone from doing;to stop;to prevent;to check;to hinder;to obstruct;to oppose;to thwart
n1,浜,はま,beach;seashore
n1,浜辺,はまべ,beach;foreshore
n1,填まる,はまる,to get into;to go into;to fit;to be fit for;to suit;to fall into;to plunge into;to be deceived;to be
n1,歯磨,はみがき,dentifrice;toothpaste
n1,填める,はめる,to get in;to insert;to put on;to make love
n1,生やす,はやす,to grow;to cultivate;to wear beard
n1,早める,はやめる,to hasten;to quicken;to expedite;to precipitate;to accelerate
n1,流行,はやり,fashionable;fad;in vogue;prevailing
n1,腹立ち,はらだち,anger
n1,原っぱ,はらっぱ,open field;empty lot;plain
n1,張り紙,はりがみ,paper patch;paper backing;poster
n1,遥か,はるか,far;far-away;distant;remote;far off
n1,破裂,はれつ,explosion;rupture;break off
n1,腫れる,はれる,to swell (from inflammation);to become swollen
n1,班,はん,group;party;section (mil)
n1,判,はん,seal;stamp;monogram signature;judgment
n1,版,はん,edition
n1,繁栄,はんえい,prospering;prosperity;thriving;flourishing
n1,反感,はんかん,antipathy;revolt;animosity
n1,版画,はんが,art print
n1,反響,はんきょう,echo;reverberation;repercussion;reaction;influence
n1,判決,はんけつ,judicial decision;judgement;sentence;decree
n1,反撃,はんげき,counterattack;counteroffensive;counterblow
n1,反射,はんしゃ,reflection;reverberation
n1,繁殖,はんしょく,breed;multiply;increase;propagation
n1,繁盛,はんじょう,prosperity;flourishing;thriving
n1,反する,はんする,to be inconsistent with;to oppose;to contradict;to transgress;to rebel
n1,判定,はんてい,judgement;decision;award;verdict
n1,反応,はんのう,reaction;response
n1,半端,はんぱ,remnant;fragment;incomplete set;fraction;odd sum;incompleteness
n1,反発,はんぱつ,repelling;rebound;recover;oppose
n1,反乱,はんらん,insurrection;mutiny;rebellion;revolt;uprising
n1,氾濫,はんらん,overflowing;flood
n1,黴菌,ばいきん,bacteria;germ(s)
n1,賠償,ばいしょう,reparations;indemnity;compensation
n1,倍率,ばいりつ,diameter;magnification
n1,馬鹿馬鹿しい,ばかばかしい,stupid
n1,馬鹿らしい,ばからしい,absurd
n1,漠然,ばくぜん,obscure;vague;equivocal
n1,爆弾,ばくだん,bomb
n1,爆破,ばくは,blast;explosion;blow up
n1,暴露,ばくろ,disclosure;exposure;revelation
n1,化ける,ばける,to appear in disguise;to take the form of;to change for the worse
n1,罰,ばち,(divine) punishment;curse;retribution
n1,伐,ばつ,strike;attack;punish
n1,,ばてる,to be exhausted;to be worn out
n1,発条,ばね,spring (e.g. coil leaf)
n1,散蒔く,ばらまく,to disseminate;to scatter;to give money freely
n1,判,ばん,size (of paper or books)
n1,万,ばん,many;all
n1,万人,ばんじん,all people;everybody;10000 people
n1,万能,ばんのう,all-purpose;almighty;omnipotent
n1,番目,ばんめ,cardinal number suffix
n1,非,ひ,faulty-;non-
n1,費,ひ,cost;expense
n1,延いては,ひいては,not only...but also;in addition to;consequently
n1,控室,ひかえしつ,waiting room
